"vs" "exempt_group" "country" "ets_sector" "sec4dig" "carb_int" "trade_int" "ets"
"289" 1 "C" "France" "Glass" 2613 7.32263708114624 24.2611560821533 1
"290" 1 "not exempt" "France" "Food/Tobacco" 1589 0.765716671943665 22.1394062042236 1
"291" 2 "C" "France" "Wood&Paper" 2112 10.0333032608032 25.580436706543 1
"292" 1 "not exempt" "France" "Food/Tobacco" 1533 1.01869857311249 21.6703338623047 0
"293" 1 "not exempt" "France" "Textile/Leather" 1730 1.52134227752686 1.59467566013336 1
"294" 3 "not exempt" "France" "Chemical&Plastic" 2416 3.08638024330139 27.2350273132324 0
"295" 2 "not exempt" "France" "Food/Tobacco" 1513 0.667453646659851 3.52537178993225 0
"296" 3 "B & CI>5" "France" "Chemical&Plastic" 2414 5.28924226760864 46.4974098205566 1
"297" 2 "B & CI<5" "France" "Vehicles" 3530 0.244019165635109 79.6353454589844 0
"298" 3 "not exempt" "France" "Chemical&Plastic" 2524 0.856487691402435 19.9444236755371 0
"299" NA "B & CI<5" "France" "Machinery&Optics" 2960 0.428405821323395 33.7959976196289 0
"300" 1 "not exempt" "France" "Chemical&Plastic" 2524 0.723886966705322 19.8205757141113 0
"301" 4 "C" "France" "Glass" 2613 7.44574213027954 24.3056640625 1
"302" 1 "C" "France" "Wood&Paper" 2112 10.286602973938 25.686882019043 1
"303" 3 "not exempt" "France" "Chemical&Plastic" 2524 0.905274093151093 19.8122634887695 1
"304" 2 "not exempt" "France" "Publishing" 2222 0.624799907207489 3.67131638526917 0
"305" 1 "not exempt" "France" "Wood&Paper" 2020 3.83555722236633 23.8039875030518 1
"306" 3 "not exempt" "France" "Glass" 2612 2.40597581863403 13.3766832351685 1
"307" 1 "not exempt" "France" "Food/Tobacco" 1551 1.34429168701172 7.66064023971558 1
"308" 1 "not exempt" "France" "Food/Tobacco" 1511 0.882842242717743 11.0652599334717 0
"309" 3 "not exempt" "France" "OtherMinerals" 2682 1.71078383922577 18.0810070037842 1
"310" 2 "not exempt" "France" "Publishing" 2222 0.343244314193726 3.71626925468445 1
"311" 4 "B & CI<5" "France" "TVCommunication" 3210 0.716689765453339 81.4206848144531 0
"312" 5 "B & CI>5" "France" "Iron&Steel" 2710 10.6103973388672 32.1531944274902 1
"313" 4 "B & CI<5" "France" "Chemical&Plastic" 2470 4.36237096786499 32.7903442382812 1
"314" 2 "not exempt" "France" "Vehicles" 3430 0.63533216714859 24.7194442749023 0
"315" 1 "B & CI<5" "France" "TVCommunication" 3210 0.681323349475861 81.5551681518555 0
"316" 4 "not exempt" "France" "Chemical&Plastic" 2416 3.02384495735168 27.0637512207031 1
"317" 1 "B & CI<5" "France" "Glass" 2615 2.55196452140808 49.1297073364258 1
"318" 4 "C" "France" "Glass" 2613 7.22642517089844 24.1445693969727 1
"319" 3 "C" "France" "Wood&Paper" 2112 10.2435207366943 25.7583293914795 1
"320" 1 "B & CI<5" "France" "Wood&Paper" 2111 2.44921541213989 46.197208404541 1
"321" 2 "B & CI<5" "France" "Chemical&Plastic" 2452 2.5726056098938 45.3380851745605 0
"322" 1 "C" "France" "Wood&Paper" 2112 10.3025913238525 25.7208633422852 1
"323" 1 "C" "France" "Fuels" 2320 11.7344150543213 15.828296661377 1
"324" 2 "not exempt" "France" "Food/Tobacco" 1551 1.35914194583893 7.49150896072388 1
"325" 1 "not exempt" "France" "Vehicles" 3410 0.609764218330383 28.9935340881348 1
"326" 1 "C" "France" "Food/Tobacco" 1562 7.18887853622437 14.3986759185791 1
"327" NA "not exempt" "France" "Food/Tobacco" 1532 1.36162531375885 19.0661811828613 0
"328" 1 "not exempt" "France" "FabricatedMetals" 2840 0.853649497032166 NA 0
"329" 1 "B & CI<5" "France" "Machinery&Optics" 2953 0.176264271140099 43.6433410644531 0
"330" 2 "B & CI<5" "France" "Chemical&Plastic" 2442 0.437345206737518 58.6101684570312 0
"331" 1 "C" "France" "Food/Tobacco" 1583 5.53545999526978 19.4736251831055 1
"332" 2 "C" "France" "Wood&Paper" 2112 10.2345943450928 25.6708831787109 1
"333" 5 "B & CI>5" "France" "Iron&Steel" 2710 10.6621627807617 32.2710189819336 1
"334" 1 "not exempt" "France" "Wood&Paper" 2122 3.42057156562805 12.8705167770386 1
"335" 5 "not exempt" "France" "OtherMinerals" 2682 1.64246129989624 17.6910552978516 1
"336" 1 "not exempt" "France" "Vehicles" 3410 0.567248284816742 28.8212089538574 1
"337" 2 "not exempt" "France" "Food/Tobacco" 1596 0.60158771276474 7.18435096740723 1
"338" 5 "B & CI>5" "France" "Iron&Steel" 2710 10.5870532989502 32.2441902160645 1
"339" 1 "B & CI<5" "France" "TVCommunication" 3210 0.846182346343994 81.5862808227539 1
"340" 1 "not exempt" "France" "Food/Tobacco" 1533 1.06033790111542 21.6463031768799 1
"341" 4 "B & CI<5" "France" "Machinery&Optics" 2912 2.56326198577881 47.5657081604004 1
"342" 1 "not exempt" "France" "Publishing" 2222 0.504633963108063 3.72851610183716 0
"343" 1 "B & CI<5" "France" "Chemical&Plastic" 2464 1.39984571933746 65.6460266113281 1
"344" 1 "B & CI<5" "France" "Textile/Leather" 1751 0.638067722320557 31.2185115814209 1
"345" 3 "B & CI<5" "France" "Ceramics" 2621 1.77310025691986 56.8833312988281 0
"346" 1 "C" "France" "Wood&Paper" 2112 10.1406574249268 25.5463047027588 1
"347" 1 "C" "France" "Food/Tobacco" 1583 5.48078203201294 19.4743614196777 1
"348" 1 "B & CI<5" "France" "Vehicles" 3511 2.51030373573303 69.5955276489258 1
"349" 1 "B & CI<5" "France" "Food/Tobacco" 1593 2.49562835693359 31.3993721008301 0
"350" 2 "not exempt" "France" "Food/Tobacco" 1552 2.45285677909851 2.76017117500305 0
"351" 5 "not exempt" "France" "OtherMinerals" 2682 1.77721679210663 18.1222476959229 1
"352" 5 "not exempt" "France" "Wood&Paper" 2020 3.73341917991638 23.9261035919189 1
"353" 1 "B & CI>5" "France" "Iron&Steel" 2710 10.6030778884888 32.3316040039062 1
"354" 4 "B & CI>5" "France" "Iron&Steel" 2710 10.6719160079956 32.2109451293945 1
"355" 1 "B & CI<5" "France" "Machinery&Optics" 2912 2.5482223033905 47.3023109436035 0
"356" 5 "not exempt" "France" "Food/Tobacco" 1533 0.946771323680878 21.5175628662109 1
"357" 4 "not exempt" "France" "Iron&Steel" 2752 1.97571492195129 NA 0
"358" 2 "not exempt" "France" "Food/Tobacco" 1596 0.63959401845932 7.20352935791016 1
"359" 5 "not exempt" "France" "Cement" 2640 9.89479827880859 2.58397674560547 1
"360" 3 "B & CI<5" "France" "Chemical&Plastic" 2452 2.54062104225159 45.2116851806641 1
"361" 1 "not exempt" "France" "Chemical&Plastic" 2524 0.68034166097641 19.8818092346191 0
"362" 2 "not exempt" "France" "Textile/Leather" 1730 1.38864171504974 1.36765396595001 1
"363" 1 "B & CI<5" "France" "Chemical&Plastic" 2470 4.27230024337769 32.7222900390625 1
"364" 5 "not exempt" "France" "Iron&Steel" 2752 1.9934891462326 NA 1
"365" 1 "C" "France" "Wood&Paper" 2112 10.2011909484863 25.4668521881104 1
"366" 1 "C" "France" "Wood&Paper" 2112 10.100284576416 25.7719593048096 1
"367" 1 "not exempt" "France" "Food/Tobacco" 1584 0.5672687292099 12.5712337493896 1
"368" 1 "not exempt" "France" "Vehicles" 3410 0.413389265537262 28.8016204833984 1
"369" 1 "B & CI<5" "France" "Chemical&Plastic" 2464 1.19361996650696 65.6652069091797 1
"370" 3 "not exempt" "France" "FabricatedMetals" 2852 2.58354210853577 NA 0
"371" 1 "B & CI>5" "France" "Chemical&Plastic" 2413 12.0021524429321 31.6587104797363 1
"372" 3 "B & CI>5" "France" "Iron&Steel" 2710 10.8794450759888 32.2573776245117 1
"373" 4 "not exempt" "France" "Cement" 2640 9.76995468139648 2.74990463256836 1
"374" 1 "C" "France" "Wood&Paper" 2112 10.0104284286499 25.8511047363281 1
"375" 2 "not exempt" "France" "Wood&Paper" 2121 1.72493255138397 5.16306495666504 1
"376" 1 "C" "France" "Glass" 2613 7.16742944717407 24.2077465057373 1
"377" 1 "C" "France" "Wood&Paper" 2112 10.117133140564 25.6950836181641 1
"378" 1 "C" "France" "Wood&Paper" 2112 10.1161308288574 25.7461109161377 1
"379" 1 "not exempt" "France" "Food/Tobacco" 1551 1.476189494133 7.54293632507324 0
"380" 3 "not exempt" "France" "Wood&Paper" 2121 1.59706330299377 5.30570030212402 0
"381" 5 "A" "France" "Chemical&Plastic" 2415 70.2210540771484 27.415678024292 1
"382" 1 "not exempt" "France" "Chemical&Plastic" 2430 2.60097885131836 20.7316951751709 1
"383" 1 "not exempt" "France" "Machinery&Optics" 2922 2.53353428840637 26.3985595703125 0
"384" 1 "C" "France" "Wood&Paper" 2112 10.2407684326172 25.5476322174072 1
"385" 4 "A" "France" "Cement" 2651 45.5964164733887 6.84384250640869 1
"386" 2 "B & CI<5" "France" "Chemical&Plastic" 2464 1.33615064620972 65.7313003540039 0
"387" 1 "B & CI>5" "France" "Chemical&Plastic" 2414 5.49182844161987 46.5801429748535 1
"388" 1 "not exempt" "France" "Cement" 2640 9.65867805480957 2.56760478019714 1
"389" 3 "not exempt" "France" "Food/Tobacco" 1551 1.41745328903198 7.54152631759644 0
"390" 4 "not exempt" "France" "Wood&Paper" 2030 2.55869889259338 8.87630081176758 0
"391" 2 "not exempt" "France" "Chemical&Plastic" 2521 1.33695375919342 20.3013877868652 0
"392" 4 "C" "France" "Glass" 2611 7.90799283981323 20.8206272125244 1
"393" 1 "not exempt" "France" "Chemical&Plastic" 2430 2.59206628799438 20.9087715148926 1
"394" 3 "not exempt" "France" "Iron&Steel" 2751 17.6876888275146 NA 1
"395" NA "B & CI<5" "France" "Machinery&Optics" 2953 0.0927406698465347 43.6362037658691 0
"396" 1 "not exempt" "France" "Food/Tobacco" 1571 1.52240228652954 2.91486954689026 0
"397" 1 "C" "France" "Wood&Paper" 2112 10.4781093597412 25.5492687225342 1
"398" 4 "not exempt" "France" "Glass" 2614 3.55411744117737 23.3744506835938 1
"399" 2 "C" "France" "Wood&Paper" 2112 10.2378082275391 25.6874008178711 1
"400" 1 "not exempt" "France" "Food/Tobacco" 1551 1.28433847427368 7.59411430358887 1
"401" 2 "not exempt" "France" "FabricatedMetals" 2840 0.870135247707367 NA 0
"402" 1 "B & CI<5" "France" "Machinery&Optics" 2924 2.44663834571838 46.3876075744629 0
"403" NA "B & CI<5" "France" "Machinery&Optics" 2932 2.51002740859985 31.0666065216064 0
"404" 1 "not exempt" "France" "Wood&Paper" 2121 1.85006284713745 5.2351541519165 0
"405" 3 "B & CI<5" "France" "FabricatedMetals" 2875 2.46077704429626 37.1674308776855 0
"406" 1 "B & CI<5" "France" "Chemical&Plastic" 2441 1.32863068580627 85.998046875 1
"407" 1 "not exempt" "France" "Wood&Paper" 2020 3.76632642745972 23.6361331939697 1
"408" 1 "C" "France" "Glass" 2611 8.08155345916748 21.0058193206787 1
"409" 4 "not exempt" "France" "Wood&Paper" 2123 2.64296460151672 9.27267074584961 1
"410" 2 "not exempt" "UK" "Food/Tobacco" 1533 0.987489879131317 21.6277465820312 0
"411" 1 "B & CI<5" "UK" "Chemical&Plastic" 2466 1.660679936409 49.7203521728516 1
"412" 1 "not exempt" "UK" "Food/Tobacco" 1596 0.644280612468719 7.21850490570068 1
"413" 1 "B & CI>5" "UK" "Chemical&Plastic" 2413 11.7977209091187 31.7766666412354 1
"414" 3 "C" "UK" "Wood&Paper" 2112 10.1486654281616 25.669942855835 1
"415" 1 "C" "UK" "Wood&Paper" 2112 10.0532569885254 25.6686782836914 1
"416" 1 "not exempt" "UK" "Chemical&Plastic" 2513 1.19256341457367 26.543607711792 0
"417" 3 "B & CI>5" "UK" "Iron&Steel" 2731 17.461597442627 32.6240081787109 0
"418" 1 "not exempt" "UK" "FabricatedMetals" 2852 2.65341854095459 NA 0
"419" 4 "C" "UK" "Glass" 2613 7.43908548355103 24.2537593841553 1
"420" NA "not exempt" "UK" "Food/Tobacco" 1596 0.626206517219543 7.02044153213501 0
"421" 1 "not exempt" "UK" "Publishing" 2212 2.67564153671265 0.161389023065567 0
"422" 3 "B & CI>5" "UK" "Chemical&Plastic" 2413 11.8554744720459 31.6918144226074 1
"423" 1 "not exempt" "UK" "Chemical&Plastic" 2523 0.686316728591919 9.36405277252197 0
"424" 1 "not exempt" "UK" "Chemical&Plastic" 2416 2.97894287109375 27.0715980529785 0
"425" 1 "B & CI>5" "UK" "Chemical&Plastic" 2413 11.8293180465698 31.7215614318848 0
"426" 1 "B & CI<5" "UK" "TVCommunication" 3220 0.347621738910675 76.7983856201172 1
"427" 3 "not exempt" "UK" "Cement" 2661 2.64857506752014 1.27681279182434 0
"428" 1 "B & CI<5" "UK" "Chemical&Plastic" 2466 1.7070986032486 49.6311912536621 0
"429" 1 "not exempt" "UK" "Food/Tobacco" 1589 0.567800164222717 22.2735633850098 1
"430" 2 NA "UK" "OtherBusinessServices" 7487 NA NA 1
"431" 1 "not exempt" "UK" "Chemical&Plastic" 2462 0.837181806564331 25.9271450042725 0
"432" 3 "B & CI<5" "UK" "Machinery&Optics" 3310 0.322689563035965 72.7002105712891 0
"433" 1 "B & CI<5" "UK" "FabricatedMetals" 2874 2.49056529998779 36.1911506652832 0
"434" 3 "not exempt" "UK" "Wood&Paper" 2125 0.711165189743042 13.6415433883667 1
"435" 1 "C" "UK" "Food/Tobacco" 1583 5.5014181137085 19.5437660217285 1
"436" 3 "not exempt" "UK" "Chemical&Plastic" 2430 2.5399444103241 20.7349224090576 0
"437" 3 "not exempt" "UK" "Food/Tobacco" 1581 0.512994647026062 0.93599146604538 1
"438" 1 "not exempt" "UK" "Wood&Paper" 2051 2.5200092792511 26.0816287994385 1
"439" 3 "B & CI<5" "UK" "FabricatedMetals" 2862 0.519540786743164 42.469310760498 0
"440" 2 "B & CI<5" "UK" "Iron&Steel" 2722 0.943374693393707 45.2808074951172 0
"441" 1 "not exempt" "UK" "Chemical&Plastic" 2524 0.851716756820679 19.8518447875977 0
"442" 1 "B & CI<5" "UK" "Publishing" 2215 2.39227604866028 37.2802619934082 0
"443" 1 NA "UK" "Construction" 4525 NA NA 0
"444" 1 "C" "UK" "Fuels" 2320 11.7133073806763 16.1163463592529 1
"445" 5 "C" "UK" "Fuels" 2320 11.5984792709351 16.060583114624 1
"446" 1 "B & CI<5" "UK" "Machinery&Optics" 3150 2.4287121295929 41.387996673584 0
"447" 3 "not exempt" "UK" "Cement" 2661 2.48335385322571 1.66710948944092 1
"448" 1 "B & CI<5" "UK" "FabricatedMetals" 2875 2.53081297874451 36.8750915527344 0
"449" 1 NA "UK" "Wholesale" 5134 NA NA 1
"450" 1 "not exempt" "UK" "Cement" 2661 2.65635466575623 1.51393795013428 0
"451" 3 "B & CI<5" "UK" "FabricatedMetals" 2875 2.60980439186096 37.0899505615234 0
"452" 1 "B & CI<5" "UK" "Ceramics" 2625 1.61846399307251 49.1731948852539 0
"453" 1 "not exempt" "UK" "Food/Tobacco" 1572 0.592406332492828 9.82100296020508 1
"454" 1 "B & CI>5" "UK" "Chemical&Plastic" 2417 17.4620742797852 38.0438995361328 1
"455" 1 "B & CI<5" "UK" "FabricatedMetals" 2875 2.2153263092041 37.1349487304688 0
"456" 3 "B & CI<5" "UK" "Vehicles" 3530 0.287313193082809 79.735107421875 0
"457" 4 "not exempt" "UK" "Cement" 2663 2.55476331710815 0.261252522468567 1
"458" 1 "not exempt" "UK" "FabricatedMetals" 2811 2.59683537483215 8.46850967407227 0
"459" 3 "not exempt" "UK" "Vehicles" 3410 0.65616899728775 28.9725151062012 0
"460" 3 "not exempt" "UK" "FabricatedMetals" 2852 2.51410984992981 NA 0
"461" 3 "not exempt" "UK" "Vehicles" 3410 0.460512787103653 28.8346652984619 0
"462" 4 "not exempt" "UK" "Chemical&Plastic" 2524 0.92482602596283 19.8629951477051 0
"463" 1 "B & CI<5" "UK" "Machinery&Optics" 3002 0.338830679655075 83.3700637817383 1
"464" 3 "B & CI<5" "UK" "Chemical&Plastic" 2441 1.4556542634964 85.8307418823242 1
"465" 1 "not exempt" "UK" "Chemical&Plastic" 2522 1.97107100486755 13.929988861084 0
"466" 1 "B & CI<5" "UK" "Furniture/nec" 3663 0.993716239929199 60.2179908752441 1
"467" 3 "B & CI<5" "UK" "TVCommunication" 3210 0.687963306903839 81.3336791992188 0
"468" 3 "C" "UK" "Fuels" 2320 11.7778635025024 16.0878887176514 1
"469" NA "B & CI<5" "UK" "Machinery&Optics" 2924 2.31511402130127 46.5679168701172 0
"470" NA "B & CI<5" "UK" "Chemical&Plastic" 2412 3.16246271133423 43.2403182983398 1
"471" 1 "B & CI<5" "UK" "Vehicles" 3530 0.292987048625946 79.8230285644531 0
"472" 3 "B & CI<5" "UK" "Machinery&Optics" 2913 2.47620797157288 47.3312492370605 1
"473" 4 "B & CI<5" "UK" "Ceramics" 2625 1.42780232429504 49.0112419128418 0
"474" 1 "not exempt" "UK" "Vehicles" 3410 0.53204619884491 28.8374156951904 0
"475" 2 "B & CI<5" "UK" "Ceramics" 2626 2.78490328788757 37.1027679443359 0
"476" 3 "B & CI<5" "UK" "Machinery&Optics" 2912 2.54622650146484 47.6134147644043 0
"477" 1 "B & CI<5" "UK" "Machinery&Optics" 3130 0.847187399864197 32.5370903015137 0
"478" NA "B & CI<5" "UK" "Machinery&Optics" 2971 2.49247860908508 40.7770767211914 0
"479" 1 "not exempt" "UK" "Wood&Paper" 2051 2.50063323974609 26.0739994049072 1
"480" NA "not exempt" "UK" "Publishing" 2222 0.585567593574524 3.65319490432739 0
"481" 1 "B & CI<5" "UK" "Machinery&Optics" 3320 0.0995115041732788 59.8027954101562 0
"482" 1 "not exempt" "UK" "Machinery&Optics" 2922 2.47780442237854 26.5009880065918 0
"483" 3 "B & CI<5" "UK" "Furniture/nec" 3663 1.01213717460632 60.3039054870605 0
"484" 3 "B & CI<5" "UK" "Machinery&Optics" 3162 0.403720319271088 44.7808837890625 0
"485" 1 "not exempt" "UK" "FabricatedMetals" 2852 2.44432616233826 NA 0
"486" 1 "B & CI<5" "UK" "Machinery&Optics" 2924 2.48145151138306 46.3843650817871 0
"487" 1 "B & CI<5" "UK" "Furniture/nec" 3663 1.16550719738007 60.3305892944336 0
"488" 1 "B & CI<5" "UK" "Furniture/nec" 3663 0.981324374675751 60.5014572143555 0
"489" 1 "not exempt" "UK" "Furniture/nec" 3614 0.518265724182129 28.6586055755615 0
"490" 2 "B & CI<5" "UK" "TVCommunication" 3210 0.742196619510651 81.5766220092773 0
"491" NA "B & CI<5" "UK" "Machinery&Optics" 3340 0.428254544734955 65.8010177612305 0
"492" 1 NA "UK" "Construction" 4521 NA NA 0
"493" 1 "B & CI<5" "UK" "Machinery&Optics" 3110 2.45688724517822 43.3240928649902 0
"494" 1 "B & CI<5" "UK" "Machinery&Optics" 2912 2.7344651222229 47.4036674499512 0
"495" 2 "B & CI<5" "UK" "Machinery&Optics" 3162 0.546876490116119 44.8068389892578 0
"496" 1 "not exempt" "UK" "Publishing" 2212 2.46775913238525 0.346801221370697 0
"497" 1 "not exempt" "UK" "Food/Tobacco" 1533 1.0425591468811 21.6076755523682 0
"498" 1 "A" "UK" "Chemical&Plastic" 2415 70.2127304077148 27.2774810791016 0
"499" 2 "B & CI<5" "UK" "Machinery&Optics" 3162 0.474635541439056 44.8099479675293 0
"500" 2 "not exempt" "UK" "Food/Tobacco" 1584 0.534716248512268 12.5512752532959 0
"501" 1 "B & CI<5" "UK" "Furniture/nec" 3663 1.0880868434906 60.4718818664551 0
"502" 4 "B & CI<5" "UK" "Furniture/nec" 3663 1.11334311962128 60.5625419616699 0
"503" 1 "B & CI<5" "UK" "Machinery&Optics" 3320 0.257113128900528 59.6521034240723 0
"504" 1 "B & CI<5" "UK" "Machinery&Optics" 2923 0.144377291202545 34.4451103210449 0
"505" 1 "B & CI<5" "UK" "FabricatedMetals" 2875 2.37209677696228 37.1267318725586 0
"506" 1 "not exempt" "UK" "Cement" 2661 2.37669038772583 1.45131933689117 1
"507" 1 "not exempt" "UK" "Chemical&Plastic" 2523 0.563659369945526 9.34611320495605 0
"508" 1 "not exempt" "UK" "Chemical&Plastic" 2524 0.903609097003937 19.9161186218262 1
"509" 1 "B & CI<5" "UK" "Ceramics" 2625 1.5648649930954 49.072696685791 0
"510" 1 "not exempt" "UK" "Food/Tobacco" 1572 0.52171379327774 10.0970325469971 0
"511" 1 "B & CI<5" "UK" "Textile/Leather" 1824 0.429564386606216 99.3462219238281 0
"512" 1 "not exempt" "UK" "Publishing" 2212 2.47863292694092 0.23847821354866 0
"513" 1 "not exempt" "UK" "Wood&Paper" 2125 0.594305157661438 13.4395847320557 0
"514" 1 "B & CI<5" "UK" "Machinery&Optics" 2924 2.61637449264526 46.3821907043457 0
"515" 1 "B & CI<5" "UK" "Machinery&Optics" 2960 0.512825548648834 33.6309585571289 1
"516" 2 "not exempt" "UK" "Cement" 2666 2.52364110946655 17.6449375152588 0
"517" NA "not exempt" "UK" "Food/Tobacco" 1600 0.256669849157333 11.998345375061 1
"518" 1 "B & CI<5" "UK" "Machinery&Optics" 3001 0.909745037555695 87.8235626220703 0
"519" 1 "B & CI>5" "UK" "Iron&Steel" 2710 10.5171480178833 32.3773651123047 1
"520" 1 "not exempt" "UK" "Glass" 2614 3.63817191123962 23.3398094177246 1
"521" NA "B & CI<5" "UK" "Vehicles" 3530 0.264457792043686 79.5038986206055 0
"522" NA "not exempt" "UK" "Food/Tobacco" 1533 0.894246220588684 21.3500747680664 0
"523" 1 "B & CI<5" "UK" "Iron&Steel" 2722 0.9185591340065 44.9983291625977 0
"524" 1 "B & CI<5" "UK" "Machinery&Optics" 3310 0.0888494551181793 72.7670593261719 0
"525" 1 "not exempt" "UK" "Chemical&Plastic" 2513 0.88600093126297 26.4841690063477 0
"526" 3 "not exempt" "UK" "Food/Tobacco" 1551 1.45391952991486 7.69872903823853 1
"527" 2 "not exempt" "UK" "Furniture/nec" 3612 2.39736151695251 10.7086992263794 0
"528" 2 "not exempt" "UK" "Vehicles" 3410 0.574468195438385 28.9949913024902 0
"529" 3 "B & CI<5" "UK" "FabricatedMetals" 2874 2.69348359107971 36.1822242736816 1
"530" 4 "not exempt" "UK" "Vehicles" 3430 0.686176240444183 24.9768104553223 0
"531" 1 "C" "UK" "Wood&Paper" 2112 10.2709999084473 25.5694351196289 1
"532" 2 "not exempt" "UK" "Food/Tobacco" 1533 1.07461404800415 21.9456253051758 0
"533" 1 "not exempt" "UK" "Chemical&Plastic" 2524 0.835877060890198 20.1347885131836 0
"534" 1 "B & CI>5" "UK" "Iron&Steel" 2710 10.5665435791016 32.3804054260254 1
"535" NA "B & CI<5" "UK" "Machinery&Optics" 3310 0.201150342822075 72.545280456543 0
"536" 1 "not exempt" "UK" "Chemical&Plastic" 2416 3.03035068511963 27.0409698486328 1
"537" 1 "B & CI>5" "UK" "OtherBasicMetals" 2742 14.0082235336304 35.8250350952148 0
"538" 5 "B & CI>5" "UK" "OtherBasicMetals" 2744 5.49156332015991 34.6753921508789 0
"539" 1 "not exempt" "UK" "Food/Tobacco" 1552 2.59089183807373 2.8444402217865 0
"540" 1 "not exempt" "UK" "Iron&Steel" 2751 17.4355850219727 NA 0
"541" 1 "not exempt" "UK" "Wood&Paper" 2121 1.78595626354218 5.16671323776245 0
"542" 1 NA "UK" "Construction" 4521 NA NA 0
"543" 1 "not exempt" "UK" "Vehicles" 3430 0.503944993019104 24.8190479278564 0
"544" 2 "B & CI<5" "UK" "Furniture/nec" 3663 1.07742071151733 60.310245513916 0
"545" 1 "not exempt" "UK" "Machinery&Optics" 2972 2.68533110618591 28.2011241912842 0
"546" 1 "not exempt" "UK" "Furniture/nec" 3614 0.442656666040421 28.4992370605469 0
"547" 1 "B & CI<5" "UK" "Machinery&Optics" 2912 2.56530570983887 47.2944297790527 0
"548" 3 "B & CI>5" "UK" "Iron&Steel" 2710 10.7784872055054 32.1828689575195 1
"549" 1 "not exempt" "UK" "Food/Tobacco" 1531 1.26926803588867 5.86128187179565 0
"550" 5 "B & CI<5" "UK" "TVCommunication" 3210 0.69383829832077 81.327751159668 1
"551" 1 "B & CI<5" "UK" "Machinery&Optics" 3162 0.484395086765289 44.8168144226074 0
"552" 1 "B & CI<5" "UK" "Vehicles" 3512 0.276206433773041 61.8687705993652 0
"553" 1 "not exempt" "UK" "Chemical&Plastic" 2451 2.78141593933105 23.1027355194092 1
"554" 1 "B & CI<5" "UK" "Machinery&Optics" 3162 0.420284420251846 45.0010185241699 0
"555" 1 "B & CI<5" "UK" "Machinery&Optics" 3320 0.302792310714722 59.5225639343262 0
"556" 1 "not exempt" "UK" "Food/Tobacco" 1513 0.604393422603607 3.33223509788513 0
"557" 1 "not exempt" "UK" "Vehicles" 3430 0.716049134731293 24.8635883331299 0
"558" 1 "B & CI<5" "UK" "Machinery&Optics" 3320 0.311571508646011 59.6048622131348 1
"559" 2 "B & CI<5" "UK" "Chemical&Plastic" 2466 1.85920536518097 49.5855026245117 1
"560" 1 "not exempt" "UK" "Furniture/nec" 3611 2.34724497795105 20.2657871246338 0
"561" 1 "B & CI<5" "UK" "Vehicles" 3530 0.251917660236359 79.603759765625 1
"562" NA "not exempt" "UK" "Publishing" 2222 0.636854290962219 3.72918939590454 0
"563" 1 "B & CI<5" "UK" "Vehicles" 3530 0.344417780637741 79.6775665283203 0
"564" 4 "not exempt" "UK" "Cement" 2640 9.74918937683105 2.60766649246216 1
"565" 1 "not exempt" "UK" "Machinery&Optics" 3330 2.60665559768677 NA 0
"566" 1 "not exempt" "UK" "Vehicles" 3410 0.477587938308716 28.9451103210449 0
"567" 2 "not exempt" "UK" "Chemical&Plastic" 2416 2.92518997192383 27.0470294952393 0
"568" 2 "B & CI<5" "UK" "Machinery&Optics" 2956 0.0179790575057268 48.7471237182617 0
"569" 1 "not exempt" "UK" "Vehicles" 3430 0.48629230260849 24.7383785247803 1
"570" 1 "not exempt" "UK" "Vehicles" 3520 0.357329607009888 16.4568710327148 0
"571" 4 "not exempt" "UK" "Publishing" 2222 0.492174178361893 3.74765181541443 0
"572" 1 "not exempt" "UK" "Food/Tobacco" 1596 0.560834348201752 7.22960090637207 1
"573" 1 "not exempt" "UK" "Vehicles" 3410 0.567350327968597 28.9688472747803 1
"574" 3 "not exempt" "UK" "OtherMinerals" 2682 1.75690698623657 17.9792442321777 1
"575" 4 "A" "UK" "Cement" 2652 65.1629409790039 2.45866966247559 1
"576" 1 "not exempt" "UK" "Iron&Steel" 2754 2.4225640296936 NA 0
"577" 4 "not exempt" "UK" "OtherMinerals" 2682 1.63650822639465 17.8074855804443 0
"578" 1 "B & CI<5" "UK" "FabricatedMetals" 2875 2.48886752128601 36.9681587219238 0
"579" 2 "not exempt" "UK" "FabricatedMetals" 2811 2.41179370880127 8.38168239593506 0
"580" 1 "not exempt" "UK" "Chemical&Plastic" 2430 2.65845060348511 20.686450958252 0
"581" 1 "B & CI<5" "UK" "FabricatedMetals" 2875 2.42497301101685 37.058967590332 0
"582" 4 "not exempt" "UK" "Iron&Steel" 2752 1.97949886322021 NA 1
"583" 1 "not exempt" "UK" "Chemical&Plastic" 2522 2.09297513961792 14.1739015579224 0
"584" 1 "B & CI<5" "UK" "Machinery&Optics" 2911 0.558335423469543 50.9913749694824 0
"585" 1 "B & CI<5" "UK" "Machinery&Optics" 3320 0.310943096876144 59.7416572570801 0
"586" 2 "B & CI>5" "UK" "Chemical&Plastic" 2414 5.39154386520386 46.331413269043 1
"587" 1 "B & CI<5" "UK" "TVCommunication" 3210 0.923006772994995 81.2628555297852 0
"588" 3 "B & CI<5" "UK" "Vehicles" 3530 0.169191986322403 79.5608062744141 0
