"sec4dig" "carb_int" "trade_int" "n_install" "emp" "co2" "firm_sec"
"2078" 2652 65.101432800293 2.63098859786987 2 72 166853 1
"2079" 1600 0.256760001182556 12.0273780822754 1 2606.5 1782 1
"2080" 1596 0.726172208786011 7.19375514984131 2 1697.33337402344 34246.5 1
"2081" 2416 2.94734525680542 26.989559173584 1 187.66667175293 4469 1
"2082" 2112 10.345067024231 25.6853942871094 1 73 15090 1
"2083" 3210 0.485696941614151 81.3721313476562 1 1442.5 5732.5 1
"2084" 2112 10.0927133560181 25.6645450592041 2 672.666687011719 84837.5 1
"2085" 2414 5.36322641372681 46.3384475708008 1 375 153064.5 1
"2086" 2441 1.26108598709106 85.8629150390625 1 285 27379 1
"2087" 2112 10.1469860076904 25.8864231109619 1 485.25 58326 1
"2088" 2112 10.0565176010132 25.6230659484863 1 58 31750 1
"2089" 2123 2.53663969039917 9.44977283477783 2 452 13329.5 1
"2090" 2613 7.28446626663208 24.3739643096924 1 387 37867.5 1
"2091" 1551 1.12958419322968 7.50711393356323 1 758.333312988281 13117.5 1
"2092" 2020 3.6537070274353 23.8911571502686 1 825.5 15357 1
"2093" 2613 7.32263708114624 24.2611560821533 8 2211.25 671208.5 1
"2094" 2112 10.2778472900391 25.7766532897949 1 130.5 9635.5 1
"2095" 2640 9.72173976898193 2.71200299263 1 26 11821 1
"2096" 2652 65.1585083007812 2.58851051330566 1 9 21358 1
"2097" 3210 0.734454095363617 81.3960037231445 1 4625.25 8350.5 1
"2098" 1533 1.08258962631226 21.5413436889648 2 NA 29919 1
"2099" 2640 9.87432193756104 2.58689785003662 2 223 23410 1
"2100" 2652 65.1250228881836 2.54599142074585 1 85 381166.5 1
"2101" 1589 0.765716671943665 22.1394062042236 2 816.5 22544.5 1
"2102" 2112 10.0333032608032 25.580436706543 1 665 126341 1
"2103" 2653 17.5314712524414 6.59283113479614 1 24 59954 1
"2104" 2743 7.30074501037598 26.7777214050293 1 843 2680 1
"2105" 2416 2.88018345832825 27.1184234619141 1 338.25 5876.5 1
"2106" 2611 8.04553508758545 20.9854640960693 1 173.66667175293 106422.5 1
"2107" 2112 10.1872882843018 25.7736206054688 2 1083 65197 1
"2108" 2414 5.36976289749146 46.4308586120605 1 44.5 19372 1
"2109" 2615 2.32173490524292 49.0679740905762 1 388 0 1
"2110" 1551 1.31289350986481 7.59630918502808 1 490 28343 1
"2111" 2112 10.1502027511597 25.8566665649414 1 83 4987.5 1
"2112" 2415 70.2548828125 27.2581043243408 1 92.5 3312 1
"2113" 2414 5.40233945846558 46.3118743896484 1 151 4651.5 1
"2114" 2652 65.1144256591797 2.58880877494812 1 82.6666641235352 678471 1
"2115" 2513 0.866423487663269 26.6514873504639 1 258.25 6159 1
"2116" 1730 1.52134227752686 1.59467566013336 1 90.6666641235352 3396 1
"2117" 2652 65.3755340576172 2.74710083007812 1 108 492401.5 1
"2118" 1589 0.739948153495789 22.2064018249512 1 NA 49585 1
"2119" 2653 17.6002597808838 6.40486717224121 1 14 62071.5 1
"2120" 2442 0.205879345536232 58.6205291748047 1 4883 28240 1
"2121" 2112 10.4802846908569 25.7895336151123 1 473 25547 1
"2122" 2416 3.1065788269043 27.2399520874023 1 38 43746 1
"2123" 1583 5.39383172988892 19.4134578704834 6 1475.66662597656 358033.5 1
"2124" 1551 1.440190076828 7.5927300453186 1 1191.75 3786 1
"2125" 2414 5.28924226760864 46.4974098205566 1 1238.66662597656 736538.5 1
"2126" 2122 3.40278291702271 12.7661457061768 2 537.75 53038 1
"2127" 2112 10.0870666503906 25.6398506164551 3 368.333343505859 58403.5 1
"2128" 2960 0.428405821323395 33.7959976196289 2 3942.25 6280.5 1
"2129" 1730 1.52060925960541 1.40723943710327 1 206.33332824707 6422 1
"2130" 1551 1.48254668712616 7.45764207839966 1 1200 14852.5 1
"2131" 2611 8.01094150543213 21.1916561126709 1 NA 82418 1
"2132" 2613 7.44574213027954 24.3056640625 1 484.333343505859 76599 1
"2133" 1562 7.18132543563843 14.3305988311768 4 NA 805277.5 1
"2134" 1713 2.55642867088318 40.5140914916992 1 127 0 1
"2135" 2112 10.286602973938 25.686882019043 1 111 12 1
"2136" 1533 1.07343935966492 21.5788822174072 1 480 8021 1
"2137" 2121 1.72100698947906 5.24458265304565 2 330.75 54722 1
"2138" 2524 0.905274093151093 19.8122634887695 1 292.666656494141 32058 1
"2139" 2651 45.5012626647949 6.85239315032959 5 753.5 2135139.5 1
"2140" 3530 0.294197052717209 79.6147384643555 1 4303.5 5447.5 1
"2141" 2122 3.32534861564636 12.7791805267334 1 225 0 1
"2142" 1561 1.1500107049942 8.04612064361572 1 555.666687011719 3976 1
"2143" 1562 6.86234617233276 14.4928693771362 1 NA 58216.5 1
"2144" 2441 1.25089883804321 85.9085922241211 2 1480 44017.5 1
"2145" 2442 0.131169393658638 58.5353813171387 1 NA 3633.5 1
"2146" 2122 3.23187875747681 12.8068876266479 1 44.5 4106 1
"2147" 2320 11.7328186035156 16.0514621734619 2 1228.25 3268499 1
"2148" 2511 1.4884694814682 37.0276565551758 1 2578.66674804688 17926 1
"2149" 2020 3.83555722236633 23.8039875030518 1 488.25 24144.5 1
"2150" 2413 11.7791376113892 31.7140140533447 1 318.75 28935 1
"2151" 2611 8.05836963653564 21.0614356994629 1 NA 18353.5 1
"2152" 2840 0.799974858760834 0 2 3492 68734.5 1
"2153" 2320 11.6418418884277 16.3075256347656 1 247.33332824707 239074 1
"2154" 1551 1.34429168701172 7.66064023971558 1 311 22006.5 1
"2155" 2417 17.5532493591309 38.1646728515625 1 157.33332824707 0 1
"2156" 2470 4.28894281387329 32.6771392822266 1 396.333343505859 17382.5 1
"2157" 2441 1.09860134124756 85.8143997192383 1 NA 21581 1
"2158" 2710 10.637656211853 32.3453674316406 1 2393.33325195312 28402 1
"2159" 2682 1.71078383922577 18.0810070037842 1 102 5290 1
"2160" 3615 2.5931282043457 8.36922550201416 1 458.333343505859 9866 1
"2161" 1511 0.799653112888336 10.945408821106 1 2600 3530 1
"2162" 2222 0.343244314193726 3.71626925468445 1 612.666687011719 21824.5 1
"2163" 1513 0.721187770366669 3.43527746200562 1 38 330 1
"2164" 1551 1.22510778903961 7.65896701812744 1 NA 5295.5 1
"2165" 2112 10.1529607772827 25.6069946289062 1 89 10131 1
"2166" 1751 0.78496378660202 31.1160984039307 1 219 0 1
"2167" 2626 3.05098509788513 37.2888298034668 1 124 13857 1
"2168" 2112 10.4955940246582 25.6726779937744 1 44.3333320617676 5627 1
"2169" 3520 0.260552763938904 16.5518436431885 1 7708.5 5846 1
"2170" 2911 0.528215646743774 51.0258560180664 1 1033.5 11551.5 1
"2171" 1551 1.17394971847534 7.31160736083984 1 558 14481 1
"2172" 2710 10.6103973388672 32.1531944274902 1 423 138553 1
"2173" 1583 5.42302322387695 19.4999294281006 1 85 12892 1
"2174" 2470 4.36237096786499 32.7903442382812 1 337 20318.5 1
"2175" 2615 2.15446901321411 49.157829284668 1 836 4406.5 1
"2176" 2416 3.02384495735168 27.0637512207031 3 1302 1810493.5 1
"2177" 1730 1.33152413368225 1.53269350528717 1 378.5 15163 1
"2178" 2414 5.35834121704102 46.2940635681152 1 362 84861 1
"2179" 3530 0.075384259223938 79.6741104125977 3 17712 52958 1
"2180" 2125 0.70512455701828 13.5869255065918 1 34 0 1
"2181" 2112 10.151478767395 25.7342128753662 2 1029.25 81232.5 1
"2182" 3720 2.39803290367126 0 1 42 8310.5 1
"2183" 2615 2.55196452140808 49.1297073364258 1 287.666656494141 8511.5 1
"2184" 1533 1.06888806819916 21.5825901031494 1 77.3333358764648 1481.5 1
"2185" 2470 4.459303855896 32.6004066467285 1 279 1101 1
"2186" 2112 10.1546363830566 25.7327442169189 1 172 0 1
"2187" 2652 65.0882110595703 2.54278898239136 1 26 160659.5 1
"2188" 2111 2.43199133872986 46.4184417724609 1 310 49496.5 1
"2189" 2112 10.1595916748047 25.6983795166016 1 134.66667175293 7828.5 1
"2190" 2414 5.52486181259155 46.2825393676758 1 981 470037.5 1
"2191" 2414 5.51032304763794 46.3599815368652 3 1362.75 2023305.5 1
"2192" 2442 0.36089238524437 58.6365280151367 1 231 3114.5 1
"2193" 2613 7.22642517089844 24.1445693969727 1 435.333343505859 12039.5 1
"2194" 2112 10.2435207366943 25.7583293914795 1 750.75 19081 1
"2195" 1551 1.19967925548553 7.28343629837036 1 NA 5158 1
"2196" 2111 2.60726404190063 45.9866371154785 1 283.25 57288.5 1
"2197" 2111 2.44921541213989 46.197208404541 1 268.75 34832.5 1
"2198" 2416 2.85921239852905 26.9910888671875 1 251.5 20949.5 1
"2199" 1551 1.21050667762756 7.77138376235962 1 NA 5377 1
"2200" 1551 1.18797194957733 7.55658388137817 1 NA 3727.5 1
"2201" 1551 1.51393449306488 7.60618114471436 1 515 7148 1
"2202" 1571 1.37946081161499 2.85186910629272 1 436 50423 1
"2203" 2112 10.2545499801636 25.7214508056641 1 NA 38922 1
"2204" 2710 10.5737476348877 32.4005165100098 1 239.66667175293 69576.5 1
"2205" 1551 1.37620210647583 7.72016525268555 2 393 41026 1
"2206" 1562 6.91214418411255 14.6019229888916 1 267 335208.5 1
"2207" 2442 0.239535957574844 58.5177764892578 1 809.25 6779.5 1
"2208" 3230 2.30412983894348 70.4891815185547 1 5419.5 13304 1
"2209" 2112 10.3025913238525 25.7208633422852 1 694.25 76055 1
"2210" 2320 11.7344150543213 15.828296661377 1 554 1396194 1
"2211" 1551 1.26656317710876 7.62714290618896 1 246.33332824707 5016.5 1
"2212" 1551 1.29647731781006 7.5845422744751 1 NA 11641 1
"2213" 1551 1.35914194583893 7.49150896072388 1 190.66667175293 7208 1
"2214" 2464 1.41329479217529 65.6145782470703 1 801.666687011719 11237.5 1
"2215" 3410 0.609764218330383 28.9935340881348 1 907 10405 1
"2216" 1562 7.18887853622437 14.3986759185791 1 272.333343505859 99922 1
"2217" 1542 2.16344714164734 19.4344367980957 1 123.25 14084.5 1
"2218" 3720 2.37337350845337 0 1 291.75 0 1
"2219" 2911 0.599082410335541 51.0286903381348 1 2137 416.5 1
"2220" 1583 NA 0 NA NA NA NA
"2221" 1583 5.53545999526978 19.4736251831055 11 1658.66662597656 905153.5 1
"2222" 1730 1.37673890590668 1.48842656612396 1 61 929 1
"2223" 1586 0.52687132358551 12.5060777664185 1 179 8047.5 1
"2224" 2121 1.73613786697388 5.22587537765503 1 165.33332824707 0 1
"2225" 3410 0.470199346542358 28.8264904022217 1 5800 14733 1
"2226" 3410 0.409471541643143 28.9503364562988 1 NA 7688 1
"2227" 3410 0.302775025367737 28.814525604248 1 NA 14888 1
"2228" 3410 0.540244221687317 28.9503345489502 1 5000 14496 1
"2229" 2653 17.5114669799805 6.56521892547607 1 33 37979 1
"2230" 2414 5.58344268798828 46.2605247497559 2 1188 171360.5 1
"2231" 2112 10.2345943450928 25.6708831787109 1 239 95854 1
"2232" 2112 9.92826747894287 25.8277015686035 1 260 26525.5 1
"2233" 2710 10.6621627807617 32.2710189819336 1 1054.33337402344 208400.5 1
"2234" 2710 10.5640344619751 32.3761558532715 1 1646.5 62701.5 1
"2235" 2414 5.38458681106567 46.4114227294922 1 412.333343505859 1835.5 1
"2236" 2122 3.42057156562805 12.8705167770386 1 477.25 47093.5 1
"2237" 1730 1.39656627178192 1.31514227390289 1 51.6666679382324 1411 1
"2238" 1582 2.56474304199219 6.00109052658081 1 400 5871 1
"2239" 1589 0.6146479845047 22.157506942749 1 418 11180.5 1
"2240" 2682 1.64246129989624 17.6910552978516 1 450.666656494141 464002 1
"2241" 3410 0.520316421985626 28.8926677703857 1 8752 20371.5 1
"2242" 3410 0.475150614976883 28.7746315002441 1 9159 8347.5 1
"2243" 3410 0.567248284816742 28.8212089538574 1 12500 23738.5 1
"2244" 3530 0.270450264215469 79.6597442626953 2 9878.6669921875 9020.5 1
"2245" 1596 0.60158771276474 7.18435096740723 3 1346.66662597656 23648.5 1
"2246" 1551 1.43036556243896 7.51816749572754 1 NA 3865 1
"2247" 2682 1.73049223423004 18.0137901306152 1 107 7299 1
"2248" 2122 3.32135772705078 12.7175741195679 1 147.66667175293 24449.5 1
"2249" 2122 3.27364563941956 12.8703861236572 1 172 14180.5 1
"2250" 2121 1.86917972564697 5.43397569656372 1 190 0 1
"2251" 2413 11.9662981033325 31.8074932098389 1 207.5 28843.5 1
"2252" 3430 0.822223961353302 25.0125122070312 1 1349.66662597656 1539.5 1
"2253" 2112 10.4167919158936 25.7322044372559 1 201 48736 1
"2254" 2710 10.5870532989502 32.2441902160645 1 3479.33325195312 7206587 1
"2255" 3430 0.601224362850189 24.6987113952637 1 2642.5 24993.5 1
"2256" 2414 5.31001424789429 46.3232307434082 1 72 27772.5 1
"2257" 1583 5.49720430374146 19.5738639831543 5 1200 319721.5 1
"2258" 2415 70.0861129760742 27.2578868865967 1 907 33409 1
"2259" 2415 70.3433609008789 27.3532428741455 1 50 8408 1
"2260" 1551 1.18747186660767 7.59315395355225 1 NA 4438 1
"2261" 2651 45.3496932983398 7.07300853729248 0.272727251052856 0.409090876579285 0 0.25
"2262" 2123 2.68041229248047 9.34356594085693 0.181818187236786 0.272727280855179 0 0.25
"2263" 2710 10.6307458877563 32.3275566101074 0.272727251052856 0.409090876579285 0 0.25
"2264" 3210 0.846182346343994 81.5862808227539 1 1843 5783 1
"2265" 2911 0.71110463142395 51.0298805236816 1 1662.75 0 1
"2266" 2320 11.6616220474243 16.3271675109863 1 101.25 2661 1
"2267" 1533 0.863886058330536 21.4942455291748 1 NA 15598.5 1
"2268" 1533 1.06033790111542 21.6463031768799 3 1890.25 18532 1
"2269" 2441 1.31176471710205 85.7698059082031 1 3365.66674804688 3213.5 1
"2270" 2112 10.297194480896 25.5248394012451 2 297 20698 1
"2271" 2912 2.56326198577881 47.5657081604004 1 552.75 2712 1
"2272" 2413 11.9135646820068 31.6467361450195 1 929.333312988281 0 1
"2273" 2414 5.42111682891846 46.193675994873 3 2303.25 1354641 1
"2274" 2652 65.2890396118164 2.57467103004456 1 10 0 1
"2275" 2611 7.99484205245972 20.95631980896 1 142.66667175293 147247 1
"2276" 1572 0.630729496479034 10.0251054763794 1 2115 15317 1
"2277" 2112 10.1789455413818 25.5832786560059 1 287.666656494141 9632 1
"2278" 1589 0.577938139438629 22.1322536468506 1 657 35740.5 1
"2279" 2464 1.39984571933746 65.6460266113281 1 183 43193.5 1
"2280" 1511 1.03838014602661 10.9779567718506 1 39.6666679382324 16550 1
"2281" 2112 10.1098871231079 25.8862628936768 1 326 19654.5 1
"2282" 1751 0.638067722320557 31.2185115814209 1 220.75 6904.5 1
"2283" 1551 1.2166166305542 7.66777563095093 2 NA 13717.5 1
"2284" 1531 1.10343670845032 5.89613151550293 1 419.666656494141 21780.5 1
"2285" 2112 10.1320629119873 25.6367797851562 1 74 779.5 1
"2286" 2414 5.46494579315186 46.3638534545898 1 960 86656 1
"2287" 1596 0.531564176082611 7.34685230255127 1 235.5 2367 1
"2288" 2112 10.1406574249268 25.5463047027588 1 103 1217.5 1
"2289" 2710 10.4909963607788 32.2107009887695 1 725 11337 1
"2290" 2710 10.5799150466919 32.2031021118164 1 182 82336 1
"2291" 2461 2.51034259796143 15.9334487915039 1 1024 15694.5 1
"2292" 1583 5.48078203201294 19.4743614196777 1 176.25 46439.5 1
"2293" 2613 7.12317657470703 24.424337387085 1 293.25 11629 1
"2294" 3511 2.51030373573303 69.5955276489258 3 6323.33349609375 9430 1
"2295" 1730 1.28752791881561 1.55082023143768 1 NA 0 1
"2296" 2682 1.77721679210663 18.1222476959229 1 320 391649.5 1
"2297" 2112 10.0862064361572 25.8370265960693 1 224.66667175293 0 1
"2298" 2414 5.55851364135742 46.2111473083496 1 383.666656494141 25249 1
"2299" 2020 3.73341917991638 23.9261035919189 1 117.75 883 1
"2300" 2710 10.6030778884888 32.3316040039062 1 368.666656494141 51815.5 1
"2301" 1730 1.36701703071594 1.57827484607697 1 NA 0 1
"2302" 2710 10.6719160079956 32.2109451293945 4 9696.5 15987645 1
"2303" 2710 10.5670194625854 32.2792549133301 1 559.666687011719 799.5 1
"2304" 1541 2.58482909202576 49.3561210632324 1 45 5028 1
"2305" 2111 2.41159319877625 46.1439208984375 1 85 25050.5 1
"2306" 2414 5.28841686248779 46.3454933166504 1 648.75 9505 1
"2307" 2640 9.95906352996826 2.72501587867737 16 1679.5 323791 1
"2308" 1533 0.946771323680878 21.5175628662109 1 350 7557.5 1
"2309" 2112 10.239725112915 25.4977760314941 1 148.66667175293 51.5 1
"2310" 2112 10.1829280853271 25.6082916259766 2 128 31061 1
"2311" 2112 10.2524461746216 25.7556190490723 1 117 2169 1
"2312" 2112 10.1189184188843 25.5309505462646 1 42 3851.5 1
"2313" 2310 41.4140853881836 53.4807319641113 1 98.5 143364.5 1
"2314" 1596 0.63959401845932 7.20352935791016 1 187.66667175293 5448.5 1
"2315" 1542 2.21401572227478 19.5202102661133 1 579.5 19421.5 1
"2316" 2640 9.89479827880859 2.58397674560547 2 113 9261.5 1
"2317" 1583 5.37472677230835 19.3734474182129 1 109.333335876465 28818.5 1
"2318" 2413 12.0125074386597 31.7305755615234 1 75 122631.5 1
"2319" 1740 0.543673992156982 46.724494934082 1 663.75 2021 1
"2320" 2122 3.31010985374451 12.6592597961426 2 995 31504 1
"2321" 1730 1.42878532409668 1.61821973323822 1 NA 6156 1
"2322" 2613 7.3300347328186 24.2812633514404 2 358.5 26516 1
"2323" 2452 2.54062104225159 45.2116851806641 1 631 5893.5 1
"2324" 2417 17.5167579650879 38.1608848571777 1 369 49151.5 1
"2325" 1730 1.38864171504974 1.36765396595001 1 98.3333358764648 5690.5 1
"2326" 2470 4.27230024337769 32.7222900390625 1 272.75 18316.5 1
"2327" 2414 5.57185316085815 46.1533088684082 1 113 49237.5 1
"2328" 2020 3.74561834335327 23.8085918426514 1 24 18965.5 1
"2329" 2414 5.54191303253174 46.2059059143066 1 470.333343505859 25478.5 1
"2330" 2112 10.2011909484863 25.4668521881104 1 103.5 17191 1
"2331" 2112 10.100284576416 25.7719593048096 1 89.5 7710.5 1
"2332" 1511 0.872426152229309 10.891170501709 1 2515.66674804688 14192.5 1
"2333" 2852 2.46158123016357 0 1 0 4931.5 1
"2334" 3720 2.4729118347168 0 1 189 3782.5 1
"2335" 2112 10.4148759841919 25.8431243896484 1 220 13111.5 1
"2336" 1542 2.32402443885803 19.3299999237061 1 0 13143 1
"2337" 2613 7.40675067901611 24.1153793334961 1 NA 67201 1
"2338" 1584 0.5672687292099 12.5712337493896 3 3604 72120.5 1
"2339" 2320 11.6686935424805 16.1771907806396 5 8812 8827758 1
"2340" 2615 2.44776058197021 49.1300430297852 1 93.75 0 1
"2341" 2521 1.4421169757843 20.410213470459 1 525.75 7293 1
"2342" 2414 5.3975977897644 46.3361396789551 1 894 1237949.5 1
"2343" 3410 0.413389265537262 28.8016204833984 3 62049.5 11003.5 1
"2344" 2464 1.33797490596771 65.539665222168 1 507.25 26219.5 1
"2345" 2681 2.51609587669373 40.4205856323242 1 1839.5 8972 1
"2346" 2112 10.1115598678589 25.9921588897705 1 126.333335876465 16918.5 1
"2347" 1589 0.504192054271698 22.2787761688232 1 NA 48525.5 1
"2348" 2125 0.81999284029007 13.7014980316162 1 182 12539.5 1
"2349" 2640 9.89015293121338 2.71750116348267 3 303.666656494141 91215.5 1
"2350" 2511 1.18919050693512 36.9473342895508 1 1922.25 38287 1
"2351" 2613 7.32353687286377 24.2557430267334 2 1809 181075 1
"2352" 2464 1.19361996650696 65.6652069091797 2 1096.33337402344 27147.5 1
"2353" 2420 1.68106043338776 41.1047286987305 1 313.333343505859 4831 1
"2354" 2615 2.37495303153992 49.1302223205566 1 458 31683 1
"2355" 2451 2.61431527137756 23.1522274017334 1 1036.5 0 1
"2356" 2413 12.0021524429321 31.6587104797363 1 93 196008 1
"2357" 2414 5.42436122894287 46.3511962890625 1 465.666656494141 392774 1
"2358" 1551 1.49843549728394 7.71614170074463 1 NA 7483 1
"2359" 1583 5.4192590713501 19.6052570343018 1 221.5 45816.5 1
"2360" 2912 2.56075143814087 47.4675559997559 1 663.75 2889 1
"2361" 3220 0.0942989736795425 76.707275390625 1 43146.5 11291.5 1
"2362" 2710 10.8794450759888 32.2573776245117 1 342.25 23834.5 1
"2363" 1583 5.36979484558105 19.4681377410889 1 143.75 17497 1
"2364" 2112 10.2032337188721 25.8758640289307 1 37 4536.5 1
"2365" 2640 9.76995468139648 2.74990463256836 10 1696 234937.5 1
"2366" 2710 10.6895351409912 32.3342018127441 1 743 67483 1
"2367" 1730 1.42996454238892 1.3147075176239 1 145 3098 1
"2368" 2112 10.0104284286499 25.8511047363281 1 446.666656494141 42724 1
"2369" 1717 2.56481885910034 40.4226150512695 1 1294.5 2390.5 1
"2370" 2121 1.72493255138397 5.16306495666504 1 1185 64638.5 1
"2371" 2652 65.1395492553711 2.51806235313416 1 24.6666660308838 130914 1
"2372" 2121 1.65855157375336 5.333740234375 1 800 62337.5 1
"2373" 2613 7.16742944717407 24.2077465057373 2 8650.25 323320 1
"2374" 2112 10.0143194198608 25.8051071166992 1 1839 19218 1
"2375" 1513 0.695694267749786 3.247633934021 0.125 5.65625 0 0.16666667163372
"2376" 2020 3.70342206954956 23.7960319519043 0.125 5.65625 0 0.16666667163372
"2377" 1596 0.783273756504059 7.1997537612915 0.125 5.65625 0 0.16666667163372
"2378" 2112 10.117133140564 25.6950836181641 1 251.33332824707 17827 1
"2379" 2112 10.1161308288574 25.7461109161377 1 76.6666641235352 4382 1
"2380" 2112 10.0178174972534 25.7018966674805 1 NA 8576.5 1
"2381" 2121 1.74208641052246 5.09184837341309 1 259.75 10532 1
"2382" 2320 11.6265859603882 16.1293411254883 1 206 509048 1
"2383" 2112 10.2427244186401 25.7094764709473 2 801 46829.5 1
"2384" 1552 2.46284008026123 2.81669139862061 1 1022.33331298828 9578 1
"2385" 2521 1.51853120326996 20.4554615020752 1 425 30779.5 1
"2386" 1583 5.579261302948 19.8435230255127 1 164.33332824707 30417 1
"2387" 2442 0.214498728513718 58.4760665893555 1 2791 12481 1
"2388" 2121 1.65077674388885 5.17218208312988 1 267 0 1
"2389" 1596 0.698202252388 7.03894472122192 0.125 3.28125 647.875 0.16666667163372
"2390" 2020 3.63433432579041 23.7768802642822 0.125 3.28125 647.875 0.16666667163372
"2391" 1513 0.717655181884766 3.29918241500854 0.125 3.28125 647.875 0.16666667163372
"2392" 1572 0.619975447654724 10.0181951522827 1 NA 12768.5 1
"2393" 1592 5.50640535354614 17.168628692627 1 113 0 1
"2394" 2112 10.2388782501221 25.7190418243408 1 793 108340 1
"2395" 2415 70.2210540771484 27.415678024292 1 763.25 135174.5 1
"2396" 1551 1.36967837810516 7.45645332336426 1 NA 24208.5 1
"2397" 2413 11.9850263595581 31.8852615356445 1 1424.66662597656 341132.5 1
"2398" 2430 2.60097885131836 20.7316951751709 1 660.75 6511 1
"2399" 2112 10.2407684326172 25.5476322174072 1 423 44159.5 1
"2400" 2652 65.1808319091797 2.52656126022339 2 62 113034 1
"2401" 2722 0.801774859428406 45.2881355285645 1 2506.25 78620.5 1
"2402" 2651 45.5964164733887 6.84384250640869 9 1496.5 4137998.5 1
"2403" 2414 5.49182844161987 46.5801429748535 1 106.25 23469.5 1
"2404" 2640 9.65867805480957 2.56760478019714 5 997.5 82011.5 1
"2405" 2415 70.3154983520508 27.3946495056152 1 1105 46346 1
"2406" 1551 1.41745328903198 7.54152631759644 1 2633.75 8734 1
"2407" 2121 1.71954333782196 5.14026308059692 1 NA 12954.5 1
"2408" 1589 0.493551939725876 22.3082466125488 1 NA 32906.5 1
"2409" 2416 3.10356950759888 27.1590824127197 1 278.5 43899.5 1
"2410" 3530 0.336097449064255 79.6205825805664 1 1119.5 5534.5 1
"2411" 2863 2.51039743423462 29.833869934082 1 118.666664123535 23033.5 1
"2412" 2951 2.31947565078735 42.0487785339355 1 656 31953.5 1
"2413" 2320 11.774730682373 16.1412563323975 1 251.33332824707 162437 1
"2414" 1589 0.598233282566071 22.3333549499512 1 NA 15556 1
"2415" 2112 10.2972459793091 25.7884845733643 1 117.25 8069.5 1
"2416" 2112 10.2324476242065 25.7033710479736 1 118.5 45703.5 1
"2417" 2122 3.4677267074585 12.758472442627 3 2386.75 168090.5 1
"2418" 2640 9.79626274108887 2.67260313034058 2 487.333343505859 62719 1
"2419" 1533 1.02288401126862 21.5432434082031 3 841.666687011719 11528 1
"2420" 2710 10.6325159072876 32.2666435241699 1 223.5 46466.5 1
"2421" 2413 11.8234033584595 31.7040843963623 1 NA 6163 1
"2422" 3530 0.269654661417007 79.6992416381836 1 1253.5 16845.5 1
"2423" 2710 10.5733461380005 32.3477478027344 0.272727251052856 700.999938964844 0 0.25
"2424" 2123 2.46661305427551 9.34884929656982 0.181818187236786 467.333343505859 0 0.25
"2425" 2651 45.4746398925781 6.82989645004272 0.272727251052856 700.999938964844 0 0.25
"2426" 2464 1.28849077224731 65.7350769042969 1 188.5 17261.5 1
"2427" 2652 65.1365051269531 2.54788112640381 1 24.3333339691162 153281.5 1
"2428" 2613 7.22487831115723 24.100944519043 6 1933.5 709487.5 1
"2429" 2611 7.90799283981323 20.8206272125244 1 913 268811.5 1
"2430" 2710 10.5646324157715 32.4567413330078 1 1807.5 15757.5 1
"2431" 2430 2.59206628799438 20.9087715148926 1 178.66667175293 1942 1
"2432" 2751 17.6876888275146 0 1 2737 1072962 1
"2433" 2112 10.3344230651855 25.7667045593262 2 215 38107.5 1
"2434" 1551 1.36329734325409 7.85930347442627 1 122.5 12643.5 1
"2435" 2121 1.66701459884644 5.10568904876709 1 188 11663 1
"2436" 3720 2.30628061294556 0 1 136.33332824707 12193 1
"2437" 2614 3.54203176498413 23.3149166107178 1 1187.5 15353 1
"2438" 2121 1.72719502449036 5.21176958084106 1 NA 67444.5 0.5
"2439" 1591 0.487793445587158 53.6150283813477 1 64.5 2485 1
"2440" 2112 10.4781093597412 25.5492687225342 1 90.75 8641 1
"2441" 2413 11.9622478485107 31.5824756622314 2 690.25 20523 1
"2442" 2614 3.55411744117737 23.3744506835938 1 299.5 37963 1
"2443" 1591 0.60054212808609 53.3174362182617 1 50 4025.5 1
"2444" 2710 10.5706071853638 32.3150863647461 1 282.333343505859 69163 1
"2445" 1533 1.09536027908325 21.5778694152832 1 NA 8726.5 1
"2446" 2112 10.1084136962891 25.819185256958 1 NA 21740 1
"2447" 3410 0.561180591583252 28.9174919128418 1 45907.33203125 12202.5 1
"2448" 1551 1.42687249183655 7.55469846725464 1 46.3333320617676 39875 1
"2449" 1551 1.41223168373108 7.68200445175171 1 198 29151.5 1
"2450" 2112 10.2378082275391 25.6874008178711 1 169 23200 1
"2451" 1551 1.28433847427368 7.59411430358887 1 167.66667175293 12437 1
"2452" 2710 10.7161827087402 32.246467590332 1 363.666656494141 103602.5 1
"2453" 2121 1.80901074409485 5.25874280929565 1 241 17829 1
"2454" 1583 5.34927558898926 19.7506141662598 1 146 41847.5 1
"2455" 2613 7.22510004043579 24.2461376190186 1 206.5 11919 1
"2456" 2652 65.2496490478516 2.61449146270752 2 32.6666679382324 460600 1
"2457" 2441 1.32752203941345 85.9440765380859 1 711.5 60382 1
"2458" 1551 1.31077122688293 7.52236986160278 1 149 35990.5 1
"2459" 2511 1.37445425987244 37.1216506958008 10 23098 218114.5 1
"2460" 1533 1.07663941383362 21.5875930786133 1 227.33332824707 8356.5 1
"2461" 1711 4.86042308807373 40.5164527893066 1 2 0 1
"2462" 2640 9.88297748565674 2.83285427093506 1 38.3333320617676 8809 1
"2463" 2852 2.46847057342529 0 1 463.5 37930.5 1
"2464" 2441 1.32863068580627 85.998046875 1 391.5 12713.5 1
"2465" 1562 7.22691583633423 14.3913841247559 1 64 9649 1
