"sec4dig" "carb_int" "trade_int" "n_install" "emp" "co2" "firm_sec"
"997" 2653 17.4774856567383 6.42427492141724 1 24.5 71478 1
"998" 3410 0.350234270095825 28.8675098419189 2 21049 18601.5 1
"999" 2112 10.2415246963501 25.6835384368896 5 580.333312988281 312474.5 1
"1000" 2615 2.41635203361511 49.2341156005859 2 16554 44952.5 1
"1001" 2524 0.791849315166473 20.0498714447021 1 733 154835 1
"1002" 2441 1.36300837993622 85.7331161499023 3 31398.5 78662.5 1
"1003" 1581 0.275290161371231 1.04227674007416 1 1259 7261.5 1
"1004" 2464 1.50804626941681 65.6684036254883 1 167.66667175293 19202 1
"1005" 2414 5.49334383010864 46.2166061401367 0.25 53.125 462.75 0.333333343267441
"1006" 2464 1.48370504379272 65.5937805175781 0.5 106.25 925.5 0.333333343267441
"1007" 2112 10.0963640213013 25.6234912872314 0.25 53.125 462.75 0.333333343267441
"1008" 2640 9.62172889709473 2.5770480632782 1 NA 9333 1
"1009" 1754 0.784199714660645 37.2808227539062 1 20 8585.5 1
"1010" 2651 45.5946578979492 6.97558450698853 7 7373.25 2244963 1
"1011" 2682 1.6183340549469 17.9646472930908 2 2690.75 6094 1
"1012" 2442 0.354383289813995 58.6075325012207 1 3818.33325195312 22482 1
"1013" 2020 3.61922764778137 23.8933506011963 0.125 99.90625 20527.25 0.16666667163372
"1014" 1513 0.680218636989594 3.26997137069702 0.125 99.90625 20527.25 0.16666667163372
"1015" 1596 0.680942714214325 7.01096343994141 0.125 99.90625 20527.25 0.16666667163372
"1016" 2924 2.32039403915405 46.5118370056152 1 1633.66662597656 0 1
"1017" 2640 9.76138973236084 2.5180926322937 1 66.5 24695.5 1
"1018" 2441 1.33119058609009 85.6987991333008 1 690.5 24299 1
"1019" 2640 9.84475326538086 2.56241679191589 1 NA 1413 1
"1020" 2451 2.51642465591431 23.0330467224121 1 942 44500.5 1
"1021" 2626 2.76429462432861 37.1209526062012 1 60.75 1417 1
"1022" 2662 3.33787083625793 5.87322616577148 2 487 102498 1
"1023" 1730 1.492467045784 1.55409419536591 1 530.5 16724 1
"1024" 2861 2.25552654266357 64.6281967163086 1 5691.75 13673 1
"1025" 3720 2.50704622268677 0 1 57.3333320617676 1944 1
"1026" 2651 45.4760856628418 7.02540731430054 10 51425 5334425 1
"1027" 2956 0.0523407720029354 48.6139373779297 1 19102.25 6471.5 1
"1028" 2441 1.2263947725296 85.8104782104492 1 2130.33325195312 36650 1
"1029" 1589 0.598474144935608 22.2225399017334 1 2400 11544 1
"1030" 1754 0.849661767482758 37.4643249511719 2 8 29007 1
"1031" 2523 0.742561817169189 9.19662666320801 2 1853 37759.5 1
"1032" 2651 45.5192222595215 6.93115854263306 1 176.75 2986 1
"1033" 2112 10.1886510848999 25.5831813812256 1 38.5 4670 1
"1034" 2640 9.59807109832764 2.62330412864685 1 NA 12783.5 1
"1035" 2840 0.739295661449432 0 1 235.5 7011.5 1
"1036" 2121 1.64614164829254 5.25807619094849 1 77.5 8642 1
"1037" 1551 1.212846159935 7.73227500915527 1 760 10458.5 1
"1038" 2224 2.55335068702698 6.2365870475769 1 180 33540.5 1
"1039" 2681 2.35837650299072 40.5444221496582 1 99 892.5 1
"1040" 2111 2.51668763160706 46.2663993835449 1 147 17412.5 1
"1041" 2511 1.42262768745422 37.2392921447754 2 5469.5 93963 1
"1042" 2415 70.3786163330078 27.4058361053467 1.5 573.5 21452.5 0.5
"1043" 2413 11.9417371749878 31.9289684295654 1.5 573.5 21452.5 0.5
"1044" 2320 11.9268217086792 15.9426383972168 4 772 3015908.5 1
"1045" 2112 10.1737174987793 25.6754474639893 1 790.5 207049 1
"1046" 3663 1.09875762462616 60.5276718139648 1 NA 7532.5 1
"1047" 2640 9.77481365203857 2.71670937538147 1 NA 7292 1
"1048" 2640 9.7064962387085 2.67703104019165 1 NA 8943.5 1
"1049" 2466 1.88911807537079 49.5325622558594 10 62016.20703125 3919591 1
"1050" 3130 0.928451657295227 32.3734169006348 4 1226.75 140282 1
"1051" 2464 1.33716654777527 65.5838470458984 1 196 4903 1
"1052" 2464 1.461430311203 65.7175750732422 1 137.5 2902.5 1
"1053" 2464 1.26776218414307 65.6523590087891 1 518.666687011719 19155 1
"1054" 2412 3.07731199264526 42.9562911987305 2 302.5 4910 1
"1055" 2466 1.89292025566101 49.6014976501465 1 700 9133.5 1
"1056" 2442 0.338201522827148 58.5553245544434 1 10188.75 18565 1
"1057" 1583 5.44437885284424 19.4281177520752 20 19014.75 790543.5 1
"1058" 2640 9.70850944519043 2.70052695274353 0.222222223877907 13.6666669845581 0 0.333333343267441
"1059" 1571 1.49398005008698 2.81413245201111 1 136.5 26885.5 1
"1060" 2112 10.1488208770752 25.8811779022217 3 279 9529.5 1
"1061" 2112 10.42223072052 25.6560211181641 1 377.333343505859 44420 1
"1062" 2112 10.1356163024902 25.8638725280762 2 810.5 11399.5 1
"1063" 2462 0.652302265167236 26.0562038421631 1 416.5 10079 1
"1064" 2112 10.1488523483276 25.781156539917 1 475 47216.5 1
"1065" 2213 2.36124753952026 2.91693615913391 2 790 24038.5 1
"1066" 2125 0.414303660392761 13.6720972061157 1 543 55285 1
"1067" 2412 3.25188088417053 43.172779083252 1 187 19255 1
"1068" 2121 1.71940279006958 5.21242666244507 1 742.5 57053.5 1
"1069" 2651 45.4900131225586 6.79311800003052 2 99 1541153 1
"1070" 2112 10.087007522583 25.7906322479248 1 170 4918.5 1
"1071" 2420 1.57351696491241 41.0336036682129 1 NA 113126 1
"1072" 2020 3.7697811126709 23.7770538330078 2 NA 57169.5 1
"1073" 2121 1.72680616378784 5.03133392333984 1 134 31864.5 1
"1074" 2112 10.1283149719238 25.5457553863525 1 157.5 66304.5 1
"1075" 2121 1.75271308422089 5.17986059188843 1 65 83737.5 1
"1076" 2651 45.6312522888184 6.66380643844604 3 179.5 527180 1
"1077" 2640 9.79833316802979 2.97308659553528 0.333333343267441 25.5 4341.5 0.333333343267441
"1078" 2682 1.69648826122284 17.8009414672852 0.200000002980232 15.3000001907349 2604.90014648438 0.333333343267441
"1079" 3430 0.709637105464935 24.8254108428955 1 6362.66650390625 9809.5 1
"1080" 2710 10.6329135894775 32.338565826416 1 NA 5633051.5 1
"1081" 2310 41.3036766052246 53.1258201599121 1 NA 829524 1
"1082" 2621 1.82222664356232 56.9932899475098 1 9786.5 10917.5 1
"1083" 2710 10.6994915008545 32.3581962585449 3 4799.66650390625 291149 1
"1084" 2030 2.39672183990479 8.88566780090332 1 180 16212 1
"1085" 2020 3.7909152507782 23.8663845062256 2 652 26911 1
"1086" 1596 0.636728584766388 7.14127397537231 1 3003 31130 1
"1087" 2941 2.63966059684753 73.4144592285156 2 266312 17582.5 1
"1088" 2112 10.2678890228271 25.6387042999268 2 804 101393 1
"1089" 1593 2.46794176101685 31.5759372711182 1 162.33332824707 1945.5 1
"1090" 3420 0.276835203170776 10.3340263366699 9 300586.5 325603.5 1
"1091" 3430 0.510573029518127 24.8807430267334 1 NA 14945.5 1
"1092" 2112 10.3029546737671 25.6690616607666 2 574 186639.5 1
"1093" 1730 1.35096478462219 1.49906718730927 1 581.666687011719 22722 1
"1094" 2010 1.5316344499588 30.8336925506592 1 1449.66662597656 213.5 1
"1095" 1730 1.61921191215515 1.47427129745483 1 430.5 22591.5 1
"1096" 2414 5.3495020866394 46.2847099304199 0.25 3.25 13053.25 0.333333343267441
"1097" 2112 10.161057472229 25.7900695800781 0.25 3.25 13053.25 0.333333343267441
"1098" 2464 1.31820392608643 65.4888534545898 0.5 6.5 26106.5 0.333333343267441
"1099" 2112 10.2967538833618 25.5662517547607 3 700 264653 1
"1100" 3320 0.118855945765972 59.5369491577148 1 11470 0 1
"1101" 2640 9.95605373382568 2.72266888618469 1 NA 10993 1
"1102" 2020 3.56316447257996 23.7851409912109 3 524.666687011719 48165.5 1
"1103" 2464 1.14564764499664 65.7809829711914 0.5 NA 453.25 0.333333343267441
"1104" 2414 5.38305711746216 46.1994514465332 0.25 NA 226.625 0.333333343267441
"1105" 2112 10.2097444534302 25.7985057830811 0.25 NA 226.625 0.333333343267441
"1106" 2112 10.2116470336914 25.6938552856445 2 371.333343505859 291051 1
"1107" 2112 10.1267871856689 25.733528137207 3 788.75 379966.5 1
"1108" 2111 2.35257363319397 45.9766273498535 5 1625.25 435830 1
"1109" 2710 10.6499061584473 32.1041030883789 1 757 115377 1
"1110" 2523 0.619200170040131 9.40415287017822 1 500 9961.5 1
"1111" 2640 9.64602851867676 2.69242668151855 1 852 6332 1
"1112" 2640 9.71402263641357 2.58081436157227 1 NA 9494 1
"1113" 2640 9.75742053985596 2.63577127456665 1 NA 4158 1
"1114" 2626 2.74100875854492 37.1612510681152 1 NA 316.5 1
"1115" 2640 9.94917488098145 2.76630401611328 1 20 5844.5 1
"1116" 2640 9.91183471679688 2.61916875839233 1 2 12151.5 1
"1117" 2852 2.43185877799988 0 1 173.5 22358 1
"1118" 2464 1.35044324398041 65.6985778808594 0.100000001490116 26.6000003814697 4305.14990234375 0.333333343267441
"1119" 2653 17.4157619476318 6.68120193481445 1 49 19364.5 1
"1120" 1596 0.747820377349854 7.0999698638916 1 1079 1850.5 1
"1121" 2613 7.41104507446289 24.4257869720459 1 413.5 100583.5 1
"1122" 2640 9.88454055786133 2.80940103530884 2 136 20580 1
"1123" 2611 8.22268581390381 20.9657363891602 1 125 21720.5 1
"1124" 2615 2.34571504592896 49.161060333252 1 1211 97587.5 1
"1125" 2123 2.47635316848755 9.45371055603027 0.181818187236786 0.181818187236786 0 0.25
"1126" 2710 10.5482807159424 32.2075462341309 0.272727251052856 0.272727251052856 0 0.25
"1127" 2651 45.6027069091797 6.75364255905151 0.272727251052856 0.272727251052856 0 0.25
"1128" 2613 7.09844446182251 24.4027137756348 1 437.25 38500 1
"1129" 1717 2.48279905319214 40.6057090759277 1 219.33332824707 32168 1
"1130" 1596 0.637749373912811 7.15198993682861 1 134.5 5517.5 1
"1131" 3310 0.20871639251709 72.5745162963867 1 57599 32076 1
"1132" 2112 10.1303815841675 25.6656131744385 1 147 3979.5 1
"1133" 2651 45.4461898803711 6.57718133926392 4 30 273873.5 1
"1134" 2651 45.358814239502 6.78071641921997 1 244 687912 1
"1135" 2640 10.0034217834473 2.55115294456482 1 16 4544.5 1
"1136" 2640 9.8607006072998 2.66365814208984 1 NA 10913.5 1
"1137" 1562 7.11256551742554 14.4653911590576 1 242.33332824707 25600.5 1
"1138" 2615 2.52012181282043 49.189266204834 1 212.5 37968.5 1
"1139" 2640 9.85354995727539 2.59327483177185 1 NA 3149 1
"1140" 3530 0.0916623249650002 79.8354263305664 1 4501 8601 1
"1141" 2320 11.8266925811768 16.0183448791504 3 850.666687011719 1989574.5 1
"1142" 2640 10.0167789459229 2.78852033615112 1 NA 7499.5 1
"1143" 2621 1.8453643321991 56.8763999938965 1 16.3333339691162 0 1
"1144" 2320 11.7330636978149 16.0336894989014 1 304 857068.5 1
"1145" 1551 1.26623523235321 7.49805307388306 1 620 22424 1
"1146" 2111 2.48824143409729 46.0615615844727 1 76 11208 1
"1147" 2640 9.85387516021729 2.84317946434021 0.666666686534882 NA 10198.1669921875 0.333333343267441
"1148" 2682 1.76451313495636 17.752269744873 0.400000005960464 NA 6118.89990234375 0.333333343267441
"1149" 2640 9.71616649627686 2.68586254119873 1 NA 4444.5 1
"1150" 2112 10.2074766159058 25.8194980621338 3 441.25 180487.5 1
"1151" 2513 0.88530570268631 26.5768909454346 1 1184 0 1
"1152" 2112 10.0441255569458 25.7999439239502 1 NA 5393.5 1
"1153" 2112 10.3092422485352 25.766450881958 1 138 39720 1
"1154" 2466 1.73907732963562 49.6704978942871 2 15017 778350.5 1
"1155" 2412 3.21292185783386 43.2656059265137 1 5458 0 1
"1156" 1600 0.238845780491829 11.884672164917 1 3584.5 13468 1
"1157" 3420 0.169545128941536 10.1597137451172 7 104988.25 102115 1
"1158" 3162 0.407997906208038 44.8364181518555 1 38383 31448 1
"1159" 2112 9.95523071289062 25.5996894836426 2 917 93431.5 1
"1160" 3410 0.49110671877861 28.9616260528564 2 35565.5 24971 1
"1161" 1596 0.817010760307312 7.24747848510742 1 170 0 1
"1162" 2112 10.165322303772 25.6796226501465 2 893 16077.5 1
"1163" 2464 1.42478501796722 65.8919448852539 0.100000001490116 NA 343.950012207031 0.333333343267441
"1164" 1596 0.827451229095459 7.31147050857544 1 1146 7537.5 1
"1165" 2951 2.53472018241882 42.0786209106445 1 8800 0 1
"1166" 2661 2.5337975025177 1.57622563838959 1 48 49577 1
"1167" 2222 0.553103804588318 3.64334964752197 1 NA 21931.5 1
"1168" 2640 9.80648803710938 2.55846977233887 1 30 0 1
"1169" 2020 3.75073432922363 23.7046298980713 1 178 7998 1
"1170" 2640 9.77745723724365 2.6158492565155 1 35 8384.5 1
"1171" 2613 7.23803758621216 24.4139614105225 1 141.25 10803 1
"1172" 2112 10.0846719741821 25.6453800201416 0.25 153.375 6044.25 0.333333343267441
"1173" 2414 5.36942100524902 46.3714637756348 0.25 153.375 6044.25 0.333333343267441
"1174" 2464 1.30214619636536 65.7206268310547 0.5 306.75 12088.5 0.333333343267441
"1175" 2651 45.5890617370605 6.81587743759155 1 130 285941 1
"1176" 2020 3.53702449798584 23.840389251709 1 3.5 1580.5 1
"1177" 2020 3.53833484649658 23.6838283538818 1 370 5936.5 1
"1178" 2222 0.510198771953583 3.7317042350769 1 3 74268 1
"1179" 2914 0.525603353977203 39.2378540039062 2 56879.5 0 1
"1180" 1551 1.37898790836334 7.63757610321045 1 129.66667175293 29011 1
"1181" 2615 2.45405697822571 49.12548828125 4 3348.25 423729.5 1
"1182" 2464 1.35600829124451 65.6763153076172 1 234.5 23535.5 0.333333343267441
"1183" 2112 10.1222620010376 25.7707557678223 0.5 117.25 11767.75 0.333333343267441
"1184" 2414 5.50397872924805 46.3735733032227 0.5 117.25 11767.75 0.333333343267441
"1185" 3430 0.865362644195557 24.8512573242188 2 6247.66650390625 11865.5 1
"1186" 2112 10.0386095046997 25.6484336853027 1 181.5 119483 1
"1187" 2112 10.2850713729858 25.594970703125 1 336 122863 1
"1188" 2956 0.172696724534035 48.6891212463379 2 NA 0 1
"1189" 2653 17.5043659210205 6.53182554244995 1 130.5 31513 1
"1190" 2652 65.2130661010742 2.69886088371277 1 115.75 169927.5 1
"1191" 2640 9.83972454071045 2.69382381439209 1 201 0 1
"1192" 2640 9.79454231262207 2.87428879737854 1 4.5 376 1
"1193" 2640 9.75836658477783 2.63023614883423 1 25 14703 1
"1194" 2640 9.97975921630859 2.62739729881287 1 NA 4522.5 1
"1195" 2640 9.59148597717285 2.73760366439819 1 NA 15783 1
"1196" 2112 10.3862047195435 25.8746395111084 0.5 NA 4354.5 0.5
"1197" 2682 1.64009130001068 17.7939739227295 0.5 NA 4354.5 0.5
"1198" 2470 4.34951448440552 32.8428268432617 1 504.5 163074 1
"1199" 2112 10.2120399475098 25.7130451202393 0.25 NA 6.75 0.333333343267441
"1200" 2464 1.44153118133545 65.4911727905273 0.5 NA 13.5 0.333333343267441
"1201" 2414 5.64529609680176 46.3529472351074 0.25 NA 6.75 0.333333343267441
"1202" 2613 7.38155174255371 24.3318462371826 1 156.5 9367.5 1
"1203" 2613 7.40850400924683 24.4007530212402 2 251 7327.5 1
"1204" 2613 7.30320453643799 24.1939468383789 1 315 3956 1
"1205" 2112 10.2272052764893 25.6624355316162 2 715.25 22866 1
"1206" 2640 9.74213123321533 2.90076804161072 0.333333343267441 300.416687011719 230881.84375 0.333333343267441
"1207" 2682 1.65696787834167 17.9988689422607 0.200000002980232 180.25 138529.109375 0.333333343267441
"1208" 2640 9.72771739959717 2.59306931495667 0.666666686534882 5 1869.66674804688 0.333333343267441
"1209" 2682 1.57644271850586 17.7069854736328 0.400000005960464 3 1121.80004882812 0.333333343267441
"1210" 2020 3.61590814590454 23.6099624633789 0.125 114.53125 27398.6875 0.16666667163372
"1211" 1596 0.775954246520996 7.31840515136719 0.125 114.53125 27398.6875 0.16666667163372
"1212" 1513 0.737175226211548 3.323157787323 0.125 114.53125 27398.6875 0.16666667163372
"1213" 2112 10.2651166915894 25.6282691955566 2 361 33710 1
"1214" 2745 17.3544807434082 73.8406143188477 1 5883 10136 1
"1215" 2651 45.6121597290039 6.9028205871582 4 2394.33325195312 2425753 1
"1216" 2640 9.85973644256592 2.71175384521484 1 NA 18381 1
"1217" 2640 9.76123523712158 2.66340589523315 1 63.3333320617676 24807 1
"1218" 2621 1.7501460313797 57.1533737182617 1 63.25 19560 1
"1219" 2112 10.2902526855469 25.687931060791 1 570.333312988281 35836 1
"1220" 2614 3.76678323745728 23.3048191070557 1 702.5 2231.5 1
"1221" 2614 3.64058423042297 23.3971881866455 2 1228.66662597656 31013 1
"1222" 2522 2.01901173591614 13.875391960144 1 340 57535.5 1
"1223" 2640 9.81297016143799 2.66704750061035 1 NA 4826.5 1
"1224" 2112 10.2030458450317 25.6494255065918 1 202 14579 1
"1225" 2640 9.69414520263672 2.69791889190674 1 44.5 24573.5 1
"1226" 2952 0.351877748966217 63.0164794921875 1 48 22791 1
"1227" 2640 9.77160549163818 2.74585032463074 1 8 3008 1
"1228" 2811 2.61038112640381 8.41451263427734 2 113210 13042 1
"1229" 2441 1.30835485458374 85.7006530761719 1 355.666656494141 26132 1
"1230" 2310 41.3164100646973 53.2843055725098 1 NA 1983029.5 1
"1231" 3210 0.816236019134521 81.5285491943359 1 40906.25 984 1
"1232" 2640 9.73166751861572 2.56795048713684 1 551 3849 1
"1233" 2640 10.0117845535278 2.94241833686829 2 85 43253.5 1
"1234" 2640 9.77059078216553 2.82243847846985 1 17.5 13165.5 1
"1235" 2640 9.91558456420898 2.70973825454712 5 273.25 94245.5 1
"1236" 3430 0.690422832965851 24.7804889678955 0.200000002980232 6 6274.60009765625 0.333333343267441
"1237" 2640 9.82975292205811 2.73383545875549 2 6.75 5275 1
"1238" 2640 9.801100730896 2.65991711616516 3 261.333343505859 29355.5 1
"1239" 2441 1.32238292694092 85.669303894043 1 4493 16933.5 1
"1240" 2710 10.4885301589966 32.1444549560547 1 412.25 79176 1
"1241" 2682 1.72928166389465 17.963529586792 5 877.5 7891 1
"1242" 2320 11.6954555511475 16.2872772216797 1 929.333312988281 446132 1
"1243" 2640 9.8011531829834 2.61252331733704 3 158.25 18396.5 1
"1244" 1520 1.19736850261688 49.6934623718262 1 30 12359.5 1
"1245" 1591 0.497312933206558 53.543643951416 3 0 7119.5 1
"1246" 1589 0.470066994428635 22.1342906951904 3 10089.5 271108.5 1
"1247" 2020 3.6303608417511 23.84499168396 1 244.25 9299.5 1
"1248" 2614 3.74895977973938 23.3535099029541 1 225.75 11398 1
"1249" 2420 1.51707303524017 41.0691070556641 1 1663 37138 1
"1250" 1589 0.561923682689667 22.1378879547119 1 2238.75 6186.5 1
"1251" 2651 45.5247993469238 6.79607534408569 1 1667.75 2500293.5 1
"1252" 1520 1.24766659736633 49.7525444030762 2 236.5 55070.5 1
"1253" 2640 9.86538600921631 2.66207265853882 1 19.75 1451 1
"1254" 1542 2.49033308029175 19.322416305542 1 424 98974 1
"1255" 1597 5.88976144790649 30.9965381622314 1 26.25 16969.5 1
"1256" 1571 1.42984521389008 2.90169262886047 2 52.5 31453 1
"1257" 2682 1.69671714305878 17.911901473999 3 241.75 5192 1
"1258" 2613 7.30163717269897 24.2914562225342 1 376.5 60944.5 1
"1259" 3511 2.47959113121033 69.4979858398438 14 1387 7022206.5 1
"1260" 3210 0.96350884437561 81.4299850463867 1 23205 22528 1
"1261" 2112 10.2202453613281 25.6812782287598 2 304.25 14390.5 1
"1262" 2652 65.3258972167969 2.66004633903503 1 87 92073.5 1
"1263" 2464 1.38461065292358 65.6573715209961 1 410.666656494141 81044.5 1
"1264" 1592 5.84459972381592 16.9538173675537 1 521.5 7471 1
"1265" 2412 3.07985496520996 43.2372665405273 1 307.5 11587 1
"1266" 1511 0.814859569072723 11.1111660003662 2 26619.25 17664.5 1
"1267" 2640 9.77237987518311 2.64788293838501 2 181.5 24758 1
"1268" 1571 1.63356685638428 2.68002223968506 1 10.6666669845581 14953.5 1
"1269" 2442 0.307917475700378 58.6464920043945 1 24317.5 4955.5 1
"1270" 1596 0.806382179260254 7.38161754608154 0.5 0.20833332836628 8896.625 0.16666667163372
"1271" 2020 3.51417946815491 23.7059345245361 0.5 0.20833332836628 8896.625 0.16666667163372
"1272" 1513 0.745602011680603 3.22562503814697 0.5 0.20833332836628 8896.625 0.16666667163372
"1273" 1596 0.762807130813599 7.05386352539062 2 2327.75 15392.5 1
"1274" 1589 0.701956272125244 22.061767578125 1 265.75 8523.5 1
"1275" 2662 3.24960589408875 5.72066593170166 1 163.75 17375 1
"1276" 2020 3.79041409492493 23.8807144165039 0.125 0.291666656732559 461.75 0.16666667163372
"1277" 1596 0.718836665153503 7.12642765045166 0.125 0.291666656732559 461.75 0.16666667163372
"1278" 1513 0.637155652046204 3.37477850914001 0.125 0.291666656732559 461.75 0.16666667163372
"1279" 2464 1.4018771648407 65.6257705688477 0.5 45.3333320617676 171.75 0.333333343267441
"1280" 2414 5.290855884552 46.4752235412598 0.25 22.6666660308838 85.875 0.333333343267441
"1281" 2112 10.1275434494019 25.7393646240234 0.25 22.6666660308838 85.875 0.333333343267441
"1282" 2752 2.0146222114563 0 1 43 2523.5 1
"1283" 2640 9.64488983154297 2.7701621055603 1 64.5 10341 1
"1284" 2661 2.30965447425842 1.46677112579346 1 118.25 4064.5 1
"1285" 2640 9.84812068939209 2.62150764465332 1 17.25 6988.5 1
"1286" 1596 0.692615807056427 7.28480005264282 0.125 4.0625 1098.0625 0.16666667163372
"1287" 2020 3.60911226272583 23.7971839904785 0.125 4.0625 1098.0625 0.16666667163372
"1288" 1513 0.751984059810638 3.21474456787109 0.125 4.0625 1098.0625 0.16666667163372
"1289" 2640 9.75470161437988 2.88608431816101 1 20 5524 1
"1290" 2640 9.86714744567871 2.92438530921936 1 39.25 4757 1
"1291" 2640 9.7855224609375 2.73844838142395 1 NA 2251.5 1
"1292" 2640 9.71272373199463 2.60295557975769 1 13 5286 1
"1293" 2682 1.81786847114563 17.9515705108643 2 780.75 124113 1
"1294" 1596 0.700153112411499 7.23015975952148 1 531 6923 1
"1295" 2640 9.86869144439697 2.67964959144592 1 10.25 4399 1
"1296" 1572 0.625549554824829 9.88595771789551 3 312 24635.5 1
"1297" 3511 2.48372626304626 69.5955200195312 1 6437 15494.5 1
"1298" 2640 9.6099100112915 2.59920525550842 1 40 7154 1
"1299" 1520 1.31533026695251 49.7572174072266 1 122.25 43920.5 1
"1300" 2662 3.20277953147888 5.68787288665771 1 394 28795.5 1
"1301" 2664 2.49755358695984 2.09807181358337 1 209.5 32616.5 1
"1302" 2121 1.80380189418793 5.15718936920166 1 3542.25 77512 1
"1303" 2640 9.61420440673828 2.74620985984802 1 36 5138.5 1
"1304" 2640 9.80881309509277 2.88099312782288 0.571428596973419 232.380950927734 1272.28576660156 0.25
"1305" 2682 1.62385165691376 17.8804836273193 0.571428596973419 232.380950927734 1272.28576660156 0.25
"1306" 2651 45.5549659729004 6.84837245941162 2.28571438789368 929.523803710938 5089.14306640625 0.25
"1307" 2640 9.71240520477295 2.73784780502319 1 17.25 3223.5 1
"1308" 2640 9.71687126159668 2.55381345748901 1 31.25 11069.5 1
"1309" 2112 10.0283155441284 25.7562274932861 1 71.75 14440.5 1
"1310" 1551 1.19903481006622 7.65691614151001 1 177 10055 1
"1311" 2640 9.68800258636475 2.68790054321289 0.333333343267441 9.08333396911621 12452 0.333333343267441
"1312" 2682 1.7153058052063 17.7944812774658 0.200000002980232 5.45000028610229 7471.2001953125 0.333333343267441
"1313" 2613 7.19497919082642 24.324836730957 1 142.75 35716 1
"1314" 2112 10.360050201416 25.7029590606689 1 531.5 41002.5 1
"1315" 2650 NA 0 1 5.75 4385 1
"1316" 2111 2.6560525894165 46.1769218444824 1 66.25 24120 1
"1317" 1571 1.74412286281586 2.88388228416443 1 4 9886 1
"1318" 2466 1.69285500049591 49.5969734191895 1 8.33333301544189 113260.5 1
"1319" 2020 3.77290225028992 23.6902980804443 0.125 NA 7419.9375 0.16666667163372
"1320" 1513 0.786457538604736 3.30542612075806 0.125 NA 7419.9375 0.16666667163372
"1321" 1596 0.684751331806183 7.04771137237549 0.125 NA 7419.9375 0.16666667163372
"1322" 3410 0.478767931461334 29.0002574920654 1 NA 54017 1
"1323" 2466 1.79434621334076 49.7016143798828 2 NA 4330 1
"1324" 2710 10.7633438110352 32.2970085144043 1 232 28048.5 1
"1325" 2640 9.63578987121582 2.64780783653259 1 29 14597 1
"1326" 2613 7.2155704498291 24.2806758880615 1 414.5 100663.5 1
"1327" 1551 1.34789109230042 7.655357837677 2 238 33548.5 1
"1328" 2640 9.93994903564453 2.68589115142822 1 24 8077.5 1
"1329" 2613 7.39594745635986 24.359245300293 1 259.666656494141 101825 1
"1330" 2640 9.85285663604736 2.75160932540894 1 91.6666641235352 5821.5 1
"1331" 1551 1.33468770980835 7.73117542266846 2 1456 72061 1
"1332" 2640 10.0211095809937 2.68602681159973 1 238.66667175293 11188 1
"1333" 2640 9.72201824188232 2.76834321022034 1 87.3333358764648 10170.5 1
"1334" 2640 9.70011520385742 2.73141407966614 1 NA 1264 1
"1335" 2640 9.6830940246582 2.54707622528076 1 32 30609.5 1
"1336" 1533 0.990297496318817 21.6255130767822 1 46.25 27301 1
"1337" 1533 1.00258362293243 21.5279884338379 3 132.66667175293 33049.5 1
"1338" 2710 10.7647542953491 32.280445098877 1 551 121745.5 1
"1339" 2613 7.42081212997437 24.4183254241943 2 429 146206 1
"1340" 2651 45.396110534668 6.83124017715454 1 102 735780.5 1
"1341" 2640 9.61637878417969 2.69642233848572 1 111.666664123535 54727 1
"1342" 2121 1.67937564849854 5.24487590789795 1 42.3333320617676 811 1
"1343" 2640 9.85502815246582 2.59957361221313 1 18.6666660308838 4860.5 1
"1344" 2640 10.0748815536499 2.83640956878662 1 25.3333339691162 5528 1
"1345" 1589 0.472740232944489 21.9612770080566 0.5 52.875 56940.75 0.333333343267441
"1346" 1551 1.15683197975159 7.58074426651001 0.25 26.4375 28470.375 0.333333343267441
"1347" 2640 9.75020503997803 2.87410712242126 0.25 26.4375 28470.375 0.333333343267441
"1348" 2651 45.584587097168 6.80301427841187 3 450.333343505859 2698365 1
"1349" 2466 1.85902535915375 49.4314918518066 8 2015.5 235307 1
"1350" 1596 0.617337048053741 7.22088289260864 2 2322.5 11319.5 1
"1351" 3410 0.502925217151642 28.8794765472412 1 6241 5303.5 1
"1352" 1589 0.436362028121948 22.2000160217285 3 3976 171201.5 1
"1353" 1716 2.24421381950378 40.5418090820312 1 1637.75 54845 1
"1354" 2413 11.9610137939453 31.7453002929688 3 744 19207 1
"1355" 2112 10.111120223999 25.777853012085 1 857.75 27919 1
"1356" 2112 10.0874490737915 25.6297950744629 1 180.33332824707 4556 1
"1357" 2524 0.96102237701416 20.0334205627441 1 137.33332824707 3470 1
"1358" 2451 2.54805493354797 23.0541362762451 1 1591 8346 1
"1359" 2112 10.1042642593384 25.8410167694092 1 305.333343505859 5761 1
"1360" 2615 2.49322271347046 48.9986953735352 1 71 9320.5 1
"1361" 1562 7.39623546600342 14.3122730255127 1 224 97307 1
"1362" 2710 10.4951572418213 32.3457641601562 1 1253 137678.5 1
"1363" 2652 65.2408905029297 2.54042077064514 2 57 161641.5 1
"1364" 2112 10.3141307830811 25.7675495147705 1 98 6451 1
"1365" 2112 10.2668628692627 25.7236213684082 1 26.6666660308838 1241.5 1
"1366" 2640 9.90213489532471 2.8045928478241 1 11.6666669845581 15346.5 1
"1367" 2121 1.68166530132294 5.10453605651855 1 30 5541.5 1
